"location","State.x","County","X..Smokers","X..Adults.with.Obesity","X..Physically.Inactive","X..With.Access.to.Exercise.Opportunities","X..Excessive.Drinking","X..Uninsured","Primary.Care.Physicians.Ratio","Mental.Health.Provider.Ratio","X..Vaccinated","X..Unemployed","X..Children.in.Poverty","Average.Daily.PM2.5","X","State.y","Life.Expectancy","Premature.age.adjusted.mortality","Age.Adjusted.Death.Rate","Child.Mortality.Rate","Infant.Mortality.Rate","Frequent.Physical.Distress","Frequent.Mental.Distress","Adults.with.Diabetes","HIV.Prevalence.Rate","Food.Insecure","Limited.Access.to.Healthy.Foods","Insufficient.Sleep","Uninsured.adults","Other.Primary.Care.Provider.Ratio","Median.Household.Income","Suicide.Rate..Age.Adjusted.","Average.Traffic.Volume.per.Meter.of.Major.Roadways","Population","less.than.18.years.of.age","pp.65.and.over","mean","sd","median","days","agg"
"North Carolina Guilford","North Carolina","Guilford",16,33,22,90,17,12,"1258:1","358:1",54,4.1,23,10.5,518,"North Carolina",78.3,6308,358,68,8,12,12,10,NA,17,8,34,15,"809:01:00",52166,11,271,533670,22.3,15.2,8.567515731,3.959719995,8.1,8629,73929.09325
"North Carolina Haywood","North Carolina","Haywood",18,32,26,86,16,12,"1328:1","261:1",49,3.4,22,8.7,519,"North Carolina",77.2,1076,424,49,7,13,13,11,NA,13,8,32,15,"1823:01:00",47183,19,136,61971,18.2,24.6,6.456365741,4.684389306,5.7,1728,11156.6
"North Carolina Hyde","North Carolina","Hyde",17,36,38,65,16,16,"5363:1","5230:1",51,8.3,32,7.8,520,"North Carolina",77.2,102,440,NA,NA,13,13,20,NA,18,35,35,18,"1046:01:00",40653,NA,4,5230,16.8,20.7,5.907122233,3.551336595,5,1039,6137.5
"North Carolina Jackson","North Carolina","Jackson",18,28,29,100,18,18,"1074:1","216:1",48,4.1,21,8.4,521,"North Carolina",77.7,594,395,59,NA,13,14,8,NA,15,11,32,21,"884:01:00",44502,17,95,43327,16.6,19.7,7.895040804,4.525452226,7.5,1593,12576.8
"North Carolina Johnston","North Carolina","Johnston",18,37,27,70,18,14,"3577:1","1039:1",53,3.6,17,10.4,522,"North Carolina",78.1,2379,357,48,6,12,13,10,NA,12,2,34,18,"1417:01:00",60296,13,63,202675,25.5,13.3,8.174771432,3.757912382,7.7,3536,28905.99178
"North Carolina Lee","North Carolina","Lee",17,33,24,80,16,15,"2014:1","627:1",51,4.3,23,10.5,523,"North Carolina",76.3,957,456,71,8,13,13,11,NA,14,5,33,19,"904:01:00",48984,14,98,61452,24,16.5,9.45579354,4.240962547,9.120833,3099,29303.50418
"North Carolina Lenoir","North Carolina","Lenoir",19,33,30,54,13,13,"2188:1","718:1",49,4,38,10.3,524,"North Carolina",75.1,1078,491,62,9,14,14,18,NA,19,6,37,17,"1217:01:00",40433,10,76,55976,22.5,19.8,8.603144654,5.257580618,7.6,477,4103.7
"North Carolina Martin","North Carolina","Martin",19,43,23,52,14,11,"2279:1","1080:1",49,5,31,8.9,525,"North Carolina",75.1,466,485,64,NA,14,14,13,NA,19,1,35,13,"1619:01:00",43569,14,31,22671,20.2,23.1,8.490726066,4.693166053,7.620833,4886,41485.68756
"North Carolina McDowell","North Carolina","McDowell",19,40,34,85,16,13,"3474:1","591:1",40,3.4,21,9.2,526,"North Carolina",76.6,780,435,54,7,13,14,13,NA,14,2,34,16,"948:01:00",43972,17,48,45507,20.1,20.5,8.681242991,4.056391876,8.25,5243,45515.757
"North Carolina Mecklenburg","North Carolina","Mecklenburg",14,28,19,92,19,13,"1146:1","347:1",52,3.7,18,11.3,527,"North Carolina",80.4,9446,292,50,6,11,12,9,636,15,5,32,16,"570:01:00",64509,10,382,1093901,23.6,11.2,9.323588096,4.294377109,8.741667,21018,195963.1746
"North Carolina Mitchell","North Carolina","Mitchell",16,27,26,100,16,14,"1675:1","1250:1",40,4.5,24,8.5,528,"North Carolina",76.3,284,442,NA,NA,12,13,17,NA,12,NA,31,17,"600:01:00",43967,26,33,15000,18.3,24.9,6.744032643,4.880521576,6,3466,23374.81714
"North Carolina Montgomery","North Carolina","Montgomery",18,37,39,73,15,16,"3919:1","826:1",48,4,26,9.7,529,"North Carolina",77.5,424,386,44,10,14,14,15,NA,15,1,34,21,"1704:01:00",47757,11,40,27271,22,20.5,7.550764264,3.76243951,7.166667,5200,39263.97418
"North Carolina New Hanover","North Carolina","New Hanover",16,26,23,89,21,12,"1067:1","245:1",57,3.7,19,8.4,530,"North Carolina",79.2,2726,337,53,5,12,13,8,NA,15,8,30,15,"520:01:00",53419,15,276,232274,18.4,17.7,6.603773022,4.177361452,6,7533,49746.22218
"North Carolina Northampton","North Carolina","Northampton",19,34,36,19,12,11,"19862:1","1968:1",49,5.1,34,9.6,531,"North Carolina",76.4,374,456,83,NA,15,14,22,NA,23,7,40,14,"3279:01:00",37233,12,27,19676,17.4,25.9,7.35522652,3.272652979,7,415,3052.419006
"North Carolina Pitt","North Carolina","Pitt",17,36,28,72,17,11,"942:1","280:1",51,4.2,27,9.8,532,"North Carolina",78.5,2008,371,76,10,13,14,9,NA,20,3,38,13,"577:01:00",43303,11,112,179914,21.3,13.2,7.048284956,3.293890503,6.6,3811,26861.01397
"North Carolina Robeson","North Carolina","Robeson",24,39,35,45,13,19,"2600:1","529:1",38,5.9,36,10.1,533,"North Carolina",73.2,2590,581,91,11,18,17,17,NA,20,6,39,24,"873:01:00",35407,14,65,131831,24.8,15.2,9.15374376,4.305448888,8.5,601,5501.4
"North Carolina Rowan","North Carolina","Rowan",17,38,26,79,16,14,"2425:1","446:1",49,3.9,25,10.6,534,"North Carolina",75.2,2448,478,57,7,13,13,14,NA,14,11,32,17,"1002:01:00",46864,20,98,141262,22.2,17.6,9.608170416,4.232954401,9.2,5727,55025.99197
"North Carolina Swain","North Carolina","Swain",22,31,25,97,16,18,"1191:1","356:1",42,4.3,23,8.4,535,"North Carolina",73.3,320,606,NA,NA,15,15,13,NA,14,1,34,22,"460:01:00",43121,15,23,14245,22.1,19.2,8.488660549,5.037009912,7.866667,8133,69038.27625
"North Carolina Wake","North Carolina","Wake",12,25,16,90,20,10,"1181:1","332:1",59,3.4,10,11,536,"North Carolina",81.6,7797,236,41,6,10,11,9,371,12,5,32,12,"884:01:00",80169,9,237,1092305,23.9,11.6,9.554781748,4.384112358,8.958333,13608,130021.47
"North Carolina Watauga","North Carolina","Watauga",18,17,19,92,19,14,"1344:1","246:1",52,3.5,15,8.3,537,"North Carolina",82,415,238,67,NA,14,14,7,NA,17,3,32,16,"1036:01:00",48489,15,212,55945,12.8,15.8,7.046804743,4.339184199,6.4,1053,7420.285394
"North Carolina Wayne","North Carolina","Wayne",18,38,28,45,15,15,"2141:1","538:1",45,4.3,32,10.7,538,"North Carolina",76.1,1952,454,66,7,14,14,17,NA,18,9,36,19,"880:01:00",41572,10,66,123248,23.7,16.4,10.61497373,4.741581257,9.9,4413,46843.87908
"North Dakota Billings","North Dakota","Billings",15,30,29,67,22,13,"940:0","919:0",37,2.8,12,4.9,539,"North Dakota",NA,NA,NA,NA,NA,8,9,3,0,5,26,28,13,"919:00:00",76235,NA,8,919,20.3,22.4,4.055201195,4.097744858,3.208333,5316,21557.44955
"North Dakota Burke","North Dakota","Burke",16,38,27,44,22,12,"","",31,2.4,10,5.2,540,"North Dakota",81.6,26,277,NA,NA,9,10,6,NA,5,31,28,11,"2100:00:00",63261,NA,5,2100,25,20.8,5.150702021,5.402460352,4.4375,7876,40566.92912
"North Dakota Burleigh","North Dakota","Burleigh",16,31,21,85,20,7,"950:1","390:1",57,2.6,7,5.6,541,"North Dakota",81.5,883,279,48,5,9,9,9,72,6,4,24,7,"479:01:00",72277,18,262,95273,23.2,16.1,6.123507075,5.103174773,5.2,10575,64756.08732
"North Dakota Cass","North Dakota","Cass",16,31,19,87,25,7,"988:1","359:1",57,2.3,9,6.8,542,"North Dakota",81.1,1434,280,46,5,9,10,7,95,9,3,27,8,"532:01:00",63885,16,278,181516,22.5,12,7.04000608,4.760051637,6.2085145,8210,57798.44992
"North Dakota Dunn","North Dakota","Dunn",17,33,21,37,21,14,"","",29,1.6,13,4.4,543,"North Dakota",78.9,55,413,NA,NA,9,10,12,166,5,13,28,13,"866:01:00",66383,NA,36,4332,23.8,15.9,4.939389018,4.249076968,4.1,5982,29547.42511
"North Dakota McKenzie","North Dakota","McKenzie",19,29,27,67,25,13,"12724:1","13632:1",28,1.7,10,5.3,544,"North Dakota",79.7,114,310,131,NA,9,10,9,82,7,12,31,12,"1947:01:00",76224,27,143,13632,31.5,9.2,4.912977806,4.822559551,4.1,6886,33830.76517
"North Dakota Mercer","North Dakota","Mercer",16,31,25,77,23,7,"1411:1","2067:1",20,4.2,7,5.1,545,"North Dakota",80.5,100,309,NA,NA,8,9,11,0,5,4,28,7,"591:01:00",82303,35,42,8267,23,19.3,5.107485297,4.321250144,4.470833,8653,44195.07027
"North Dakota Oliver","North Dakota","Oliver",14,28,31,40,22,9,"1940:0","",34,4.1,13,4.8,546,"North Dakota",89.1,NA,NA,NA,NA,8,9,9,0,4,18,26,8,"1952:00:00",68243,NA,3,1952,25.2,22.2,5.130124698,4.533900729,4.3,5927,30406.24909
"North Dakota Ward","North Dakota","Ward",18,33,27,79,22,8,"1407:1","458:1",53,2.9,10,5.4,547,"North Dakota",80.9,555,285,60,6,9,9,9,49,7,12,32,9,"788:01:00",63938,18,185,67744,23.6,12.8,4.926753398,4.341111642,4.1,2263,11149.24294
"North Dakota Williams","North Dakota","Williams",20,37,26,79,26,10,"1853:1","707:1",35,2,8,6.1,548,"North Dakota",78.5,324,354,50,NA,9,10,9,56,6,4,32,10,"1414:01:00",79354,21,183,35350,28.7,9.6,5.625715645,6.628939668,4.483333,4993,28089.19822
"Ohio Adams","Ohio","Adams",24,32,37,42,16,9,"2311:1","693:1",41,7.1,29,10.4,549,"Ohio",73.2,561,564,67,9,15,16,16,78,17,4,39,10,"1320:01:00",42154,19,22,27724,23.8,17.9,7.367623165,4.221657482,6.341667,6809,50166.14613
"Ohio Allen","Ohio","Allen",20,34,28,76,17,8,"1518:1","462:1",47,4.5,19,12.2,550,"Ohio",76.5,1497,418,68,8,12,14,13,198,15,5,38,9,"558:01:00",50301,14,75,102663,23.1,17.6,6.431138508,4.537672637,5.354167,8145,52381.62314
"Ohio Athens","Ohio","Athens",20,33,27,83,20,9,"1332:1","192:1",47,5.8,27,10.5,551,"Ohio",78,713,369,54,7,15,16,12,77,19,14,38,10,"1116:01:00",40416,12,118,65818,14.5,13.2,7.280747452,3.553263759,6.6,883,6428.9
"Ohio Belmont","Ohio","Belmont",17,35,32,47,18,7,"2721:1","523:1",43,5.5,18,11.2,552,"Ohio",76.7,1123,414,54,7,12,14,13,108,14,5,39,7,"1055:01:00",48989,17,97,67505,18.9,20.8,8.137304688,3.895216968,7.5,512,4166.3
"Ohio Butler","Ohio","Butler",18,32,24,84,20,7,"1848:1","440:1",52,4.1,15,13,553,"Ohio",76.5,5172,422,55,8,12,13,11,123,13,7,38,8,"1448:01:00",61053,13,97,382378,23.5,14.7,10.87458009,5.324775108,9.9,4882,53089.7
"Ohio Clark","Ohio","Clark",21,34,31,86,18,7,"2206:1","680:1",47,4.6,22,11.6,554,"Ohio",73.8,2649,551,58,7,14,14,15,119,15,11,37,9,"1682:01:00",50089,17,76,134585,22.4,19.4,10.2121225,5.392819722,9.2,8292,84678.91978
"Ohio Clermont","Ohio","Clermont",19,37,27,78,19,6,"1524:1","993:1",51,4.1,10,12,555,"Ohio",77.6,2805,384,48,7,11,12,11,79,11,9,39,7,"2446:01:00",65280,14,59,205466,23,16.3,10.1077253,5.171059423,9.2,7406,74857.81354
"Ohio Cuyahoga","Ohio","Cuyahoga",20,30,25,98,20,7,"900:1","263:1",49,5.2,27,13.2,556,"Ohio",76.9,18712,421,72,9,13,14,11,424,18,4,36,8,"607:01:00",50006,12,340,1243857,20.7,18.2,11.53368741,6.918396349,10.2,17735,204549.9463
"Ohio Franklin","Ohio","Franklin",20,30,23,96,21,8,"996:1","332:1",51,3.8,22,12.1,557,"Ohio",77.1,15443,393,72,8,12,14,9,444,17,7,37,9,"752:01:00",60383,12,335,1310300,23.2,12,8.729780153,4.740020418,7.8125,19196,167576.8598
"Ohio Greene","Ohio","Greene",18,30,22,86,19,6,"1158:1","368:1",46,4,13,11.5,558,"Ohio",79.4,1876,319,46,5,12,13,12,116,13,8,34,7,"1302:01:00",68380,14,118,167995,20.6,17.2,9.451687084,5.413574135,8.4,7578,71624.88472
"Ohio Hamilton","Ohio","Hamilton",19,29,23,97,20,7,"907:1","268:1",52,4.1,22,13.1,559,"Ohio",76.6,11344,420,73,9,13,14,11,413,17,9,39,8,"679:01:00",57300,13,387,816684,23,15.3,11.11374213,5.541577924,10.1,29741,330533.8048
"Ohio Harrison","Ohio","Harrison",20,35,28,27,17,8,"5072:1","3794:1",39,5.3,22,11.1,560,"Ohio",75.5,280,454,NA,NA,13,14,13,NA,14,1,38,9,"7587:01:00",50301,NA,16,15174,21,21.3,7.247058824,2.993316181,6.75,102,739.2
"Ohio Jefferson","Ohio","Jefferson",21,34,35,84,17,7,"2370:1","553:1",43,6.3,27,11.5,561,"Ohio",74.8,1264,485,85,10,14,14,15,81,16,10,40,8,"678:01:00",42821,17,113,65767,19.2,21.6,11.46132001,6.129945251,10.4916665,10228,117226.3811
"Ohio Lake","Ohio","Lake",17,25,23,91,19,6,"2256:1","481:1",51,4.7,11,11,562,"Ohio",78.2,3101,354,40,5,11,12,9,84,11,8,34,7,"1612:01:00",65883,13,113,230514,20,20,8.882353587,4.862317558,7.8,8473,75260.18195
"Ohio Lawrence","Ohio","Lawrence",21,40,38,54,16,7,"2231:1","413:1",46,5.6,25,10,563,"Ohio",73,1311,586,45,7,14,15,19,94,15,5,38,8,"1618:01:00",43031,15,53,59866,21.7,18.9,9.374025496,5.35872781,8.2,8570,80335.3985
"Ohio Lorain","Ohio","Lorain",18,37,28,91,19,6,"1889:1","623:1",52,5.4,22,11.2,564,"Ohio",77.6,4309,384,48,6,12,13,13,160,13,8,39,7,"1664:01:00",59265,15,78,309461,22,18.3,7.279555003,5.286393855,6.1,9116,66360.4234
"Ohio Lucas","Ohio","Lucas",21,35,27,98,20,8,"1088:1","342:1",50,5.3,25,11.9,565,"Ohio",75.6,6923,465,63,8,13,14,13,249,18,5,40,9,"653:01:00",47865,14,285,429899,22.9,16.3,9.390811112,4.643845078,8.4,10835,101749.4384
"Ohio Mahoning","Ohio","Mahoning",20,31,32,81,15,7,"970:1","296:1",47,5.9,24,11.4,566,"Ohio",76.5,3702,427,57,8,13,14,13,242,16,11,38,8,"1166:01:00",48010,15,75,229642,20,21,9.687914647,4.635919988,8.666667,9727,94234.34577
"Ohio Medina","Ohio","Medina",16,29,24,92,20,5,"1683:1","769:1",54,4.3,8,11.2,567,"Ohio",79.8,1900,286,28,4,10,12,11,56,10,4,34,6,"1644:01:00",76475,15,47,179146,22.3,17.9,8.648707668,4.607736992,7.7,5200,44973.27988
"Ohio Montgomery","Ohio","Montgomery",20,33,28,93,17,7,"1070:1","380:1",49,4.5,25,12,568,"Ohio",74.9,9281,507,65,8,13,14,13,304,17,10,39,9,"741:01:00",51071,15,220,532331,22.1,18,10.11551233,5.493771964,8.979167,9973,100882.0045
"Ohio Noble","Ohio","Noble",17,39,30,32,16,8,"4802:1","1025:1",47,6.7,19,10.9,569,"Ohio",81.2,187,311,NA,NA,12,13,13,216,14,13,37,9,"2051:01:00",48792,16,19,14354,18.4,27.5,7.174249318,4.005861058,6.2,1099,7884.5
"Ohio Portage","Ohio","Portage",19,28,26,84,20,7,"2459:1","481:1",49,4.6,14,11.5,570,"Ohio",77.8,2066,360,59,6,11,13,12,67,14,8,35,8,"2909:01:00",63689,14,75,162927,18.7,16.4,8.711451758,4.834527645,7.7,1109,9661
"Ohio Preble","Ohio","Preble",18,29,28,42,18,7,"5874:1","1322:1",45,4.1,14,11.4,571,"Ohio",75.5,686,449,51,NA,12,13,12,55,12,0,36,7,"2562:01:00",53904,13,17,40997,22.4,19.3,9.526067074,4.928171007,8.504167,8614,82057.54177
"Ohio Scioto","Ohio","Scioto",22,39,36,77,16,7,"1582:1","252:1",45,6.8,29,10.2,572,"Ohio",72.5,1617,604,69,8,15,16,16,121,17,7,42,8,"657:01:00",41267,18,68,75502,21.6,18.3,8.795117311,4.563810997,8,1577,13869.9
"Ohio Stark","Ohio","Stark",19,35,27,80,17,7,"1246:1","358:1",50,4.9,23,12.2,573,"Ohio",76.8,5722,411,57,8,12,13,13,135,14,8,37,8,"1099:01:00",52310,18,150,371574,21.4,19.5,9.642631853,5.284135666,8.7,10840,104526.1293
"Ohio Summit","Ohio","Summit",18,30,27,94,18,7,"1055:1","362:1",51,4.7,18,12.1,574,"Ohio",77,7885,403,63,7,12,14,11,183,15,8,38,8,"919:01:00",58890,16,256,541918,20.9,17.9,10.97609982,6.03863375,9.6695075,8284,90926.0109
"Ohio Trumbull","Ohio","Trumbull",20,39,27,82,15,8,"2178:1","637:1",47,6.2,26,11.2,575,"Ohio",75.5,3557,466,67,8,12,14,14,126,16,8,38,9,"2965:01:00",47424,19,93,198627,20.5,21.6,8.793492922,4.933774552,7.895833,7779,68404.58144
"Ohio Warren","Ohio","Warren",15,28,18,88,20,5,"1168:1","436:1",53,3.9,6,12.4,576,"Ohio",79.2,2256,291,34,5,10,11,11,88,9,5,35,6,"1624:01:00",87391,12,69,232173,24.7,14.5,11.09898798,5.57781701,10.116667,7341,81477.67079
"Oklahoma Adair","Oklahoma","Adair",28,48,25,28,12,25,"2739:1","425:1",48,4.2,35,9.8,577,"Oklahoma",73.2,440,580,99,12,19,19,24,56,19,4,39,30,"1472:01:00",35156,17,17,22082,26.6,15.9,8.996573623,5.443770562,7.9,7766,69867.39076
"Oklahoma Caddo","Oklahoma","Caddo",20,44,34,53,12,20,"5835:1","2229:1",44,3.6,26,8.9,578,"Oklahoma",72.8,590,597,108,10,15,16,11,133,16,15,35,25,"1525:01:00",48533,22,32,28977,25.1,16.8,9.553459119,5.402692482,8.8,159,1519
"Oklahoma Carter","Oklahoma","Carter",20,39,37,45,13,18,"1853:1","212:1",45,3.5,24,9.5,579,"Oklahoma",74.6,869,524,55,7,14,15,11,89,16,3,35,22,"777:01:00",48660,24,37,48177,25.1,16.8,8.530898967,4.681270399,7.8,4710,40180.53414
"Oklahoma Cleveland","Oklahoma","Cleveland",16,35,25,87,15,13,"1997:1","299:1",52,2.9,13,10.1,580,"Oklahoma",79.1,3039,347,49,6,12,13,11,128,14,6,33,15,"1194:01:00",62343,17,84,281669,21.5,13.4,9.526916798,4.499927436,8.8,7254,69108.25446
"Oklahoma Comanche","Oklahoma","Comanche",20,32,30,69,14,15,"1253:1","310:1",42,3.9,24,8.9,581,"Oklahoma",76,1661,459,81,9,14,14,10,181,18,15,33,18,"1115:01:00",51382,16,117,120422,23.5,12.6,8.058220508,4.151526902,7.370833,8264,66593.13427
"Oklahoma Dewey","Oklahoma","Dewey",18,39,31,31,13,20,"2439:1","",48,1.9,16,7.7,582,"Oklahoma",75,83,472,NA,NA,13,15,10,NA,14,36,31,23,"4894:01:00",50728,NA,28,4894,27.1,18.4,7.298364098,4.183847096,6.529167,7067,51577.53908
"Oklahoma Ellis","Oklahoma","Ellis",18,36,27,39,12,19,"1983:1","",51,2.2,18,7.2,583,"Oklahoma",74.4,83,528,NA,NA,13,14,11,0,14,38,32,22,"3952:01:00",51867,NA,29,3952,23.1,22.4,5.772005988,3.431411149,5.3,668,3855.7
"Oklahoma Kay","Oklahoma","Kay",19,36,31,78,13,16,"2475:1","502:1",46,4.7,30,9.4,584,"Oklahoma",74.3,832,533,89,8,14,15,17,90,16,14,33,20,"1766:01:00",45700,23,24,44161,25.1,19.3,9.28264951,4.471314753,8.583333,11189,103863.5654
"Oklahoma Le Flore","Oklahoma","Le Flore",22,37,36,30,12,20,"3315:1","312:1",38,4.6,31,10.5,585,"Oklahoma",72.9,1054,593,102,7,15,16,16,135,17,8,34,25,"2173:01:00",38709,23,25,49980,24,18.1,6.704225352,4.021529084,6.1,71,476
"Oklahoma Lincoln","Oklahoma","Lincoln",18,35,33,38,13,19,"3905:1","506:1",50,3.5,21,9.4,586,"Oklahoma",75.2,653,512,76,8,12,14,18,93,14,3,33,23,"1663:01:00",48039,20,11,34920,23.8,18.3,6.100718978,3.570195062,5.4,1249,7619.798004
"Oklahoma Love","Oklahoma","Love",17,27,33,38,14,18,"3345:1","1267:1",42,2.1,21,9.3,587,"Oklahoma",74.5,197,539,101,NA,13,14,14,73,11,7,33,20,"2027:01:00",48725,26,19,10134,24.3,19.1,8.207804294,4.861913621,7.1,1533,12582.56398
"Oklahoma Mayes","Oklahoma","Mayes",21,37,33,61,12,19,"2728:1","478:1",53,3.4,20,10.2,588,"Oklahoma",74.6,773,513,85,9,14,16,11,41,16,5,35,23,"3162:01:00",50951,28,32,41107,23.3,18.4,10.84347826,4.81582061,10.1,115,1247
"Oklahoma Muskogee","Oklahoma","Muskogee",21,42,33,62,12,19,"2032:1","214:1",46,4,21,10.2,589,"Oklahoma",72.7,1467,615,61,8,15,16,14,155,18,6,34,23,"1020:01:00",43911,23,32,68362,24.3,16.7,10.78031496,4.620160091,10.6,127,1369.1
"Oklahoma Nowata","Oklahoma","Nowata",20,36,32,55,13,21,"5153:1","444:1",45,4.2,25,9.9,590,"Oklahoma",74.8,207,521,106,NA,14,15,19,103,16,9,35,25,"2044:01:00",45734,NA,24,10218,22.8,19.2,8.65566444,4.649809602,7.9857145,1418,12273.73218
"Oklahoma Oklahoma","Oklahoma","Oklahoma",17,31,27,92,16,16,"1173:1","150:1",48,3.3,25,10,591,"Oklahoma",76.1,10995,443,67,7,13,14,11,338,16,7,33,20,"671:01:00",52346,18,157,792582,25.7,13.7,8.904925462,4.334447551,8.2,10961,97606.88798
"Oklahoma Ottawa","Oklahoma","Ottawa",22,37,29,43,13,20,"1957:1","205:1",47,3.5,31,9.9,592,"Oklahoma",73,644,586,83,8,15,17,17,31,17,9,35,24,"1299:01:00",38194,23,52,31175,24.5,18.3,8.963414096,4.397279371,8.2,13531,121283.9561
"Oklahoma Pittsburg","Oklahoma","Pittsburg",20,35,32,74,14,20,"2104:1","127:1",45,3.9,27,9.5,593,"Oklahoma",73.3,924,587,81,9,14,15,14,107,16,16,34,24,"934:01:00",42376,29,36,43877,22.2,20,9.364435766,5.056111598,8.3625,7587,71047.97416
"Oklahoma Sequoyah","Oklahoma","Sequoyah",23,36,38,39,13,20,"3438:1","346:1",44,4.3,28,10.2,594,"Oklahoma",73.3,876,576,57,7,16,18,16,127,18,5,36,25,"2574:01:00",38998,22,22,41179,22.9,18.9,7.393309289,4.284683522,6.7,2708,20021.08155
"Oklahoma Tulsa","Oklahoma","Tulsa",18,31,28,92,16,15,"910:1","216:1",52,3.3,20,9.3,595,"Oklahoma",76.6,8823,423,67,8,12,15,10,300,16,9,32,19,"843:01:00",55796,19,152,648360,25.3,14.4,10.02743343,4.983270775,9.2125,16889,169353.3233
"Oklahoma Washington","Oklahoma","Washington",17,38,33,53,14,16,"2258:1","334:1",57,3.9,18,10,596,"Oklahoma",76.9,786,421,57,5,12,14,15,91,15,13,33,20,"1127:01:00",53992,20,50,51843,23.9,19.5,8.548034861,4.460886403,7.825,1219,10420.0545
"Oregon Baker","Oregon","Baker",15,31,22,73,19,8,"1147:1","155:1",35,5.5,23,6.8,597,"Oregon",78.2,243,351,127,NA,12,14,13,73,14,19,29,10,"889:01:00",45972,38,41,16006,19.6,26.4,7.441373256,5.774548381,5.7,7045,52424.47459
"Oregon Benton","Oregon","Benton",13,25,13,90,21,7,"875:1","112:1",54,3.2,12,8.3,598,"Oregon",82.8,624,206,34,4,12,14,6,65,15,7,29,8,"861:01:00",63600,14,139,92101,16.3,16.2,5.359521111,4.750510236,3.741667,6734,36091.01516
"Oregon Clackamas","Oregon","Clackamas",13,29,16,91,20,6,"1115:1","322:1",46,3.8,8,9.2,599,"Oregon",80.9,4080,258,33,4,10,12,9,154,10,3,29,7,"1833:01:00",81061,16,300,416075,21.5,18.1,5.433113837,6.762829739,3.979167,4475,24313.18442
"Oregon Columbia","Oregon","Columbia",15,31,22,78,20,7,"3046:1","280:1",36,5.1,13,7.3,600,"Oregon",79.3,680,328,43,NA,11,13,12,118,12,4,33,8,"1940:01:00",63338,24,122,52377,21.1,18.7,5.276935599,3.903329219,4.2,6956,36706.36403
"Oregon Coos","Oregon","Coos",17,39,27,77,17,9,"1229:1","254:1",46,5.4,24,8,601,"Oregon",76.7,1210,431,42,NA,13,15,13,111,15,5,30,11,"1056:01:00",48352,25,165,64389,18.4,25.8,4.14922179,3.201070644,3.675,1312,5443.778988
"Oregon Crook","Oregon","Crook",17,33,27,75,18,9,"3854:1","225:1",41,6,20,7.8,602,"Oregon",78.5,348,343,NA,NA,12,15,18,68,14,8,30,10,"1591:01:00",51348,21,61,23867,19.8,24.9,8.744533173,9.037881022,5.6,8104,70865.69683
"Oregon Deschutes","Oregon","Deschutes",14,23,14,90,21,8,"939:1","220:1",52,4.2,12,8.3,603,"Oregon",81.5,1753,233,31,4,10,13,8,78,12,5,29,9,"932:01:00",67372,22,135,191996,20.1,20,6.788675957,17.31248727,4.025,12833,87119.07856
"Oregon Douglas","Oregon","Douglas",15,31,23,65,17,8,"1658:1","358:1",35,5.4,21,8.8,604,"Oregon",77.2,1982,421,69,7,13,15,14,80,14,11,32,9,"1003:01:00",47020,25,165,110283,19.3,25.7,6.514535117,5.486580848,5,6964,45367.22255
"Oregon Grant","Oregon","Grant",15,27,27,62,17,9,"1027:1","287:1",19,7.3,20,6,605,"Oregon",79,118,375,NA,NA,12,14,9,NA,14,18,30,10,"1435:01:00",46141,38,64,7176,17.7,30.4,9.204111162,7.427467261,7.2,6985,64290.71647
"Oregon Harney","Oregon","Harney",16,31,22,71,18,10,"1458:1","167:1",32,6.2,23,6.6,606,"Oregon",78.1,109,382,NA,NA,13,15,12,NA,15,15,29,12,"916:01:00",43370,37,61,7329,20.5,24.5,9.158775832,7.712088566,6.6125,9361,85735.30056
"Oregon Jackson","Oregon","Jackson",18,24,15,83,20,9,"1087:1","223:1",43,4.8,21,8.6,607,"Oregon",79,2893,332,51,5,12,14,10,136,13,7,32,11,"757:01:00",55511,24,180,219564,20.6,22,9.288395727,15.72138715,5.179167,17964,166856.7408
"Oregon Jefferson","Oregon","Jefferson",19,43,24,76,18,13,"2376:1","432:1",42,5.5,22,7.6,608,"Oregon",78.3,314,356,86,NA,14,15,19,131,13,9,32,16,"1344:01:00",50376,16,98,24192,23.5,19.5,7.845272972,8.151108658,5.7,4407,34574.11799
"Oregon Josephine","Oregon","Josephine",17,31,21,82,17,8,"1270:1","127:1",38,5.5,25,7.9,609,"Oregon",76.6,1595,431,52,7,14,16,12,109,15,9,31,10,"1028:01:00",46578,29,163,87393,19.6,26,7.689482469,13.04518796,4.7,22399,172236.7178
"Oregon Klamath","Oregon","Klamath",16,33,23,81,17,11,"1046:1","213:1",43,6.4,25,7.7,610,"Oregon",76.1,1113,429,54,7,14,15,12,50,14,14,32,13,"1057:01:00",45374,29,81,67653,21.7,21.2,9.504276891,12.32896211,5.8,12097,114973.2375
"Oregon Lake","Oregon","Lake",17,34,32,76,16,10,"1573:1","525:1",25,5.7,23,6.5,611,"Oregon",77.5,142,395,NA,NA,13,15,15,74,16,23,30,12,"1576:01:00",44847,25,53,7879,19.2,25.2,8.927241639,11.08672199,5.033333,8347,74515.68596
